id,condition,emotionally,treated,lovecountry,respect,decency,math,weak,unfairly,betray,traditions,disgusting,cruel,rights,loyalty,chaos,god,compassion,fairly,history,kidrespect,harmlessdg,good,animal,justice,family,sexroles,unnatural,kill,rich,team,soldier,chastity,102,103,104,105,108,109,110,111,112,113,114,201,202,203,204,205,206,207,208,303,402,403,404,405,406,408,409,410,411,501,502,503,504,507,509,510,601,602,603,604,605,608,610,611,612,614,701,702,703,704,705,706,707,709,710,711,712,713,714,715,716,801,802,803,804,805,808,810
73,after,5,5,0,5,0,0,5,5,0,0,0,5,5,0,5,0,5,5,0,5,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,4,3,5,4,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,4,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,4,5,4
74,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,3,3,4,3,4,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,5,5,4,4,3,4,4,3,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,5,5,4
75,after,5,5,0,2,3,0,5,5,4,2,3,5,5,4,4,0,4,5,0,3,2,5,5,5,3,1,1,4,4,3,2,2,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,2,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,4,5,3
76,after,5,5,2,3,3,0,5,5,4,2,3,5,5,4,4,2,5,5,3,4,2,5,5,5,4,2,1,4,3,3,2,3,3,4,3,5,4,3,3,4,4,3,3,5,5,3,4,5,5,5,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,3,5,3,5,4,4,4,5,4,3,5,3,5,3,5,5,5,5,3,4,3
77,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,2,4,3,4,4,3,3,4,3,4,3,5,5,5,5,5,5,5,5,4,4,3,3,4,5,4,3,4,5,2,2,4,4,2,3,2,3,4,3,4,4,2,4,3,4,3,4,2,4,2,5,2,3,3,5,2,2,5,3,5,3,5,5,5,5,2,5,3
78,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,3,2,3,4,4,4,3,5,5,3,4,5,5,5,5,3,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,4,5,5,4,5,5,3,5,5,5,4,5,4,5,4,5,5,5,5,5,4,3,5,4,5,4,5,5,5,5,4,5,5
79,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,3,4,3,3,5,5,4,5,5,5,5,5,4,4,3,3,4,5,4,2,4,5,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,4,2,3,2,4,3,3,3,4,3,3,4,2,4,3,5,5,5,5,4,5,4
80,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,5,4,4,4,5,3,3,5,3,5,4,5,5,5,5,4,5,4
81,after,5,5,2,3,4,0,5,5,4,3,3,5,5,4,5,2,5,5,3,4,3,5,5,5,3,2,2,4,4,3,3,2,3,4,3,5,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,4,4,4,5,4,3,4,5,3,3,4,4,3,3,3,4,4,3,4,4,3,4,3,3,3,4,3,3,3,4,3,4,3,4,3,3,4,3,4,4,5,5,5,5,5,4,4
82,after,5,5,0,1,2,0,5,5,3,1,2,5,5,3,4,0,5,5,3,3,1,5,5,5,3,2,1,4,4,3,2,1,2,4,4,5,5,4,3,5,5,3,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,4,5,4,5,3,5,5,5,5,2,5,3
83,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,3,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,5,4,4,4,4,3,4,4,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,3,5,3
84,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,2,0,0,5,3,2,0,0,3,4,3,4,4,3,3,4,4,3,4,5,5,5,5,5,5,5,5,4,4,4,3,4,5,4,3,4,5,3,3,3,4,3,4,3,4,4,4,4,5,3,4,4,4,5,5,4,5,4,5,4,5,5,5,5,3,5,3,5,3,5,5,5,5,3,5,3
85,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,3,3,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,5,4,4,4,5,4,3,5,3,5,3,5,5,5,5,3,4,3
86,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,3,2,4,4,3,3,5,5,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,5,3,3,4,4,3,3,3,4,3,3,4,4,3,4,4,4,3,4,3,4,4,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,4,5,4
87,after,5,5,3,4,3,0,5,5,4,3,3,5,5,4,4,3,5,5,3,4,3,5,5,5,3,3,3,5,4,3,4,3,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,4,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,5,5,4
88,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,0,0,0,0,3,4,4,5,5,3,3,4,4,4,3,5,5,4,5,5,5,5,5,5,4,3,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,4,5,3,5,4,5,5,5,5,4,5,5
89,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,3,4,5,4,3,4,5,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,5,3,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,4
90,after,5,5,0,2,2,0,5,5,3,1,3,5,5,3,4,0,5,5,0,4,2,5,5,5,3,0,1,5,5,2,1,0,3,4,3,5,5,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,3,5,4
91,after,5,5,2,4,4,0,5,5,4,3,3,5,5,4,5,3,5,5,2,4,3,5,5,5,3,2,2,4,4,3,2,3,2,4,3,4,4,3,2,4,4,4,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,5,5,5,5,5,4,4,4,4,4,5,3,5,4,4,4,5,4,5,5,5,4,5,4,5,5,3,5,4,5,5,5,5,5,5,3,5,3
92,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,4,5,5,4,4,5,4,3,4,5,5,4,5,5,5,5,5,5,5,4,3,5,5,5,3,5,5,4,4,5,5,4,4,4,4,4,4,4,5,3,5,5,4,4,5,4,5,4,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,4,5,4
93,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,2,4,4,5,5,4,3,5,4,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,3,5,5,5,5,5,4,5,4,5,4,4,5,5,5,3,5,3,5,4,5,5,5,5,5,5,5
94,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,4,5,4,3,4,3,3,3,3,4,4,3,4,4,3,5,4,4,4,4,4,5,4,5,3,5,5,5,4,4,5,3,5,3,5,5,5,5,4,4,3
95,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,4,4,4,5,5,4,4,3,3,4,5,4,3,4,5,3,3,4,4,3,3,3,3,4,4,4,4,3,5,4,4,4,4,3,4,3,5,3,3,3,4,3,3,5,3,4,3,5,5,5,5,3,4,3
96,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,3,4,4,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,5,4,5,4,5,5,4,5,5,4,4,5,4,5,4,5,5,5,5,4,5,4
97,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,2,2,4,3,2,2,5,5,3,4,4,5,5,5,4,4,3,4,4,5,5,3,4,5,4,4,5,5,3,4,3,4,3,3,4,4,2,4,3,4,3,3,2,3,3,5,3,3,3,5,3,2,5,2,5,2,5,5,5,5,3,4,3
98,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,5,5,5,5,5,5,4,4,3,3,4,5,5,3,5,5,3,3,3,3,3,3,3,3,4,3,4,5,2,4,3,4,4,4,3,4,3,4,4,4,3,4,4,3,4,2,5,3,5,5,5,5,3,5,3
99,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,1,2,4,2,3,2,5,5,4,5,4,4,5,5,4,4,3,3,3,5,5,2,4,5,4,5,5,4,4,4,4,4,4,3,4,3,2,4,4,4,3,5,2,5,3,5,4,3,3,5,2,3,5,2,5,3,5,5,5,5,3,5,2
100,after,5,5,0,1,2,0,5,5,3,1,2,5,5,3,4,0,5,5,0,3,2,5,5,5,4,0,1,5,4,2,2,2,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,3,3,4,5,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,5,4,4,3,5,2,5,3,5,4,4,4,5,4,4,5,4,5,3,5,5,5,5,2,4,3
101,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,4,4,4,3,5,5,4,5,5,5,5,5,4,3,4,4,4,5,5,3,5,5,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,4,4,4,3,4,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,4
102,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,4,5,3,3,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,3,4,3,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,4,4,3
103,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,3,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,3,4,4,3,3,3,3,4,3,3,5,3,5,4,4,4,5,3,4,4,5,3,4,4,5,4,3,5,3,5,3,5,5,5,5,4,5,4
104,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,5,5,4,4,5,4,4,4,4,3,3,4,3,4,3,4,3,4,4,5,4,5,5,5,3,3,5,5,4,3,5,4,5,4,5,5,5,5,3,4,3
105,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,5,3,3,5,2,4,3,5,5,3,5,5,5,5,5,5,5,2,4,5,5,5,2,5,5,2,3,3,4,3,4,3,4,4,2,4,5,2,5,4,3,3,5,3,5,3,5,3,3,4,5,3,2,5,2,5,2,5,5,5,5,3,5,3
106,after,5,5,3,3,3,0,5,5,4,2,2,5,5,4,4,3,5,5,3,4,2,5,5,5,3,1,2,5,3,3,3,3,3,4,4,5,5,3,4,5,4,3,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,5,4,5,4,4,5,5,4,3,5,4,5,4,5,5,5,5,3,5,3
107,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,3,3,3,3,5,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,3,5,3
108,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,3,3,5,4,3,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,3,3,4,4,2,3,2,4,5,5,4,5,4,5,4,5,4,5,3,5,3,5,4,4,4,5,3,3,5,3,5,4,5,5,5,5,3,5,3
109,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,4,4,4,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,3,4,4
110,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,4,5,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,5,5,4,4,3,4,3,3,3,4,3,4,3,4,3,5,4,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,3,4,3
111,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,3,4,3,3,3,5,5,5,5,5,5,5,5,4,4,3,4,4,5,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,5,4,4,3,5,4,5,4,4,4,5,3,3,5,3,5,4,5,5,5,5,4,5,4
112,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,4,3,3,5,4,3,3,5,5,4,4,5,5,5,5,4,4,3,3,4,5,4,3,4,5,4,4,4,4,3,4,4,4,3,3,4,4,3,4,3,4,4,4,3,4,3,5,3,4,4,5,4,2,5,3,5,3,5,5,5,5,2,4,4
113,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,3,4,4,3,3,5,5,4,5,5,5,5,5,5,4,4,4,4,5,4,3,4,5,4,4,5,5,4,4,5,4,4,4,4,4,3,5,4,4,4,5,3,5,4,5,4,4,4,5,3,3,5,3,5,3,5,5,5,5,5,5,4
114,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,3,3,3,4,3,4,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,3,5,3
115,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,3,3,4,5,4,3,4,5,3,4,5,4,3,4,3,3,3,3,4,4,3,5,5,4,3,4,4,5,4,5,4,4,5,5,4,3,5,4,5,5,5,5,5,5,4,5,4
116,after,5,5,2,3,3,0,5,5,4,3,4,5,5,4,4,2,5,5,3,4,3,5,5,5,4,2,2,5,4,3,3,3,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,3,4,5,5,5,4,5,5,3,4,4,4,3,4,3,4,4,4,4,4,3,5,4,4,3,4,3,5,4,5,3,4,4,5,4,3,5,3,5,4,5,5,5,5,3,4,3
117,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,4,3,5,5,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,3,4,3,3,3,3,4,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,3,5,3,5,5,5,5,3,5,4
118,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,3,5,5,3,3,4,5,3,4,3,4,4,3,4,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,4
119,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,4,3,5,4,4,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,5,5,4,4,4,4,3,4,3,4,4,4,4,4,3,5,4,4,4,5,3,5,4,5,5,5,5,5,4,4,5,3,5,4,5,5,5,5,4,5,4
120,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,4,3,2,4,3,2,3,5,5,4,4,5,5,5,5,4,4,4,3,4,5,5,3,4,5,2,2,2,3,2,2,2,3,4,3,4,4,3,5,3,4,4,4,2,3,3,5,3,4,4,5,3,2,5,2,5,4,5,5,5,5,3,5,3
121,after,5,5,3,3,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,2,5,5,5,3,1,1,4,4,3,2,2,2,4,3,5,4,3,3,4,4,4,3,5,5,4,5,5,5,5,5,4,4,3,4,4,5,5,4,5,5,3,3,4,4,3,3,3,4,4,4,4,5,4,5,4,5,4,4,3,4,3,5,3,4,4,5,4,3,5,3,5,4,5,5,5,5,3,5,4
122,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,4,3,5,4,3,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,5,4,5,5,4,4,4,5,5,5,5,5,4,5,4,5,5,5,4,5,4,5,5,4,5,5,3,4,5,4,5,4,5,5,5,5,4,5,4
123,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,4,4,5,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4
124,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,5,4,4,5,4,3,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,2,5,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,5,3,5,4,5,5,3,4,5,3,3,5,2,5,4,5,5,5,5,3,4,3
125,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,3,4,5,5,4,5,4,5,5,5,4,4,4,3,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,3,5,3
126,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,3,4,5,4,4,5,4,3,4,3,4,4,4,4,4,3,4,3,4,3,4,3,5,4,5,4,4,4,5,4,5,5,3,5,4,5,5,5,5,3,5,3
127,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,3,3,4,3,3,3,5,5,4,5,4,5,5,5,4,4,3,4,4,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,3,5,4,4,4,5,3,3,5,3,5,3,5,5,5,5,3,5,3
128,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,4,5,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,3,5,4,5,5,4,4,5,3,3,5,4,5,4,5,5,5,5,3,5,5
